epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
401,0.041194293897747994,0.4493620772123337,1.3900000000000006,10.019999999999996,0.0,0.5
402,0.0410764801800251,0.46625970466136935,1.4159999999999968,10.25,0.0,0.45999999999999375
403,0.03826608085483313,0.4576983260154724,1.2780000000000058,10.14,0.0,0.4899999999999949
404,0.038883388969674706,0.4655258883357048,1.2680000000000007,10.049999999999997,0.0,0.45000000000000284
405,0.04050744263075292,0.4501737010538578,1.391999999999996,9.730000000000004,0.0,0.5300000000000011
406,0.041106036977618936,0.46133579167723654,1.4200000000000017,10.25,0.0,0.4099999999999966
407,0.037762604145258664,0.46417113878726957,1.225999999999999,10.25,0.001999999999995339,0.519999999999996
408,0.04133270701907575,0.4375934265613556,1.402000000000001,9.730000000000004,0.001999999999995339,0.4300000000000068
409,0.03935369098700583,0.46461111733913424,1.3379999999999939,10.030000000000001,0.001999999999995339,0.4099999999999966
410,0.041149646133109924,0.4474717184185982,1.4120000000000061,10.010000000000005,0.0,0.45999999999999375
411,0.040065697909072044,0.46170289537906645,1.3220000000000027,9.909999999999997,0.0,0.5799999999999983
412,0.038870638282485305,0.44658409889936446,1.323999999999998,9.909999999999997,0.001999999999995339,0.45999999999999375
413,0.041786873481199145,0.4626223702907562,1.4699999999999989,10.069999999999993,0.0,0.45000000000000284
414,0.04066705747116357,0.44934248682260514,1.4240000000000066,9.739999999999995,0.0,0.45000000000000284
415,0.03822353483952582,0.4726660189509392,1.313999999999993,10.030000000000001,0.0,0.5100000000000051
416,0.03701968654297292,0.45279741337299345,1.2620000000000005,9.920000000000002,0.001999999999995339,0.480000000000004
417,0.03727824041247368,0.4590990164279938,1.2519999999999953,10.040000000000006,0.001999999999995339,0.45999999999999375
418,0.038924069736972454,0.44772217924892904,1.3220000000000027,9.89,0.0,0.46999999999999886
419,0.03992043069928884,0.4610262426733971,1.3319999999999936,10.030000000000001,0.001999999999995339,0.45999999999999375
420,0.040312746055796746,0.4534050549507141,1.3859999999999957,9.950000000000003,0.0040000000000048885,0.5400000000000063
421,0.038133311022520065,0.45378165798187253,1.3359999999999985,10.060000000000002,0.0,0.4000000000000057
422,0.037131118313521144,0.45107769788205626,1.2639999999999958,9.75,0.0,0.480000000000004
